assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_003615115.1	PRJNA338256	SAMN05529101	MRCX00000000.1		na		5507	5507	Fusarium oxysporum	strain=Fo_A13		latest	Scaffold	Major	Full	2018/10/05	Fo_A13_v1	NIAB-EMR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/115/GCA_003615115.1_Fo_A13_v1	./sec14_genomes_genbank/GCA_003615115.1_Fo_A13_v1_cds_from_genomic.fna.gz
GCA_003615155.1	PRJNA338256	SAMN05529100	MRCY00000000.1		na		5507	5507	Fusarium oxysporum	strain=Fo_A28		latest	Scaffold	Major	Full	2018/10/05	Fo_A28_v1	NIAB-EMR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/155/GCA_003615155.1_Fo_A28_v1	./sec14_genomes_genbank/GCA_003615155.1_Fo_A28_v1_cds_from_genomic.fna.gz
GCA_003615165.1	PRJNA338256	SAMN05529103	MRCZ00000000.1		na		5507	5507	Fusarium oxysporum	strain=Fo_CB3		latest	Scaffold	Major	Full	2018/10/05	Fo_CB3_v1	NIAB-EMR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/165/GCA_003615165.1_Fo_CB3_v1	./sec14_genomes_genbank/GCA_003615165.1_Fo_CB3_v1_cds_from_genomic.fna.gz
GCA_003615185.1	PRJNA338256	SAMN05529102	MRDA00000000.1		na		5507	5507	Fusarium oxysporum	strain=Fo_PG		latest	Scaffold	Major	Full	2018/10/05	Fo_PG_v1	NIAB-EMR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/185/GCA_003615185.1_Fo_PG_v1	./sec14_genomes_genbank/GCA_003615185.1_Fo_PG_v1_cds_from_genomic.fna.gz
GCA_004141715.1	PRJNA338236	SAMN05526391	MQTW00000000.1		na		451672	5507	Fusarium oxysporum f. sp. narcissi	strain=N139		latest	Scaffold	Major	Full	2019/02/06	FoN_N139_v1	NIAB-EMR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/141/715/GCA_004141715.1_FoN_N139_v1	./sec14_genomes_genbank/GCA_004141715.1_FoN_N139_v1_cds_from_genomic.fna.gz
GCA_007994515.1	PRJNA556111	SAMN12340809	VMNF00000000.1		na		61366	5507	Fusarium oxysporum f. sp. cubense	strain=TR4	UK0001	latest	Contig	Major	Full	2019/08/13	ASM799451v1	University of Exeter	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/994/515/GCA_007994515.1_ASM799451v1	./sec14_genomes_genbank/GCA_007994515.1_ASM799451v1_cds_from_genomic.fna.gz
GCA_900096695.1	PRJEB14872	SAMEA4440882	FMJY00000000.1		na		5507	5507	Fusarium oxysporum	strain=V64-1		latest	Scaffold	Major	Full	2017/10/06	version 1	Technische Universitat Munchen - WZW	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/695/GCA_900096695.1_version_1	./sec14_genomes_genbank/GCA_900096695.1_version_1_cds_from_genomic.fna.gz
GCA_003012315.1	PRJNA436741	SAMN08631227	PXOF00000000.1		representative genome		5514	5514	Fusarium sporotrichioides	strain=NRRL 3299		latest	Scaffold	Major	Full	2018/03/20	Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs	Robert Proctor's shared submissions	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/315/GCA_003012315.1_Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs	./sec14_genomes_genbank/GCA_003012315.1_Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs_cds_from_genomic.fna.gz
GCA_003033665.1	PRJNA375977	SAMN06464166	PVEM00000000.1		na		5516	5516	Fusarium culmorum	strain=PV		latest	Contig	Major	Full	2018/04/04	FusCulm_01	NIOO-KNAW	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/033/665/GCA_003033665.1_FusCulm_01	./sec14_genomes_genbank/GCA_003033665.1_FusCulm_01_cds_from_genomic.fna.gz
GCA_000240135.3	PRJNA13839	SAMN02953593	AACM00000000.2		representative genome		229533	5518	Fusarium graminearum PH-1	strain=PH-1; NRRL 31084		latest	Chromosome	Major	Full	2008/11/21	ASM24013v3	International Gibberella zeae Genomics Consortium	GCF_000240135.3	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3	./sec14_genomes_genbank/GCA_000240135.3_ASM24013v3_cds_from_genomic.fna.gz
GCA_000599445.1	PRJNA235346	SAMN02585717	JATU00000000.1		na		5518	5518	Fusarium graminearum	strain=CS3005		latest	Chromosome	Major	Full	2014/03/25	CS3005v1	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/445/GCA_000599445.1_CS3005v1	./sec14_genomes_genbank/GCA_000599445.1_CS3005v1_cds_from_genomic.fna.gz
GCA_002352725.1	PRJNA397367	SAMN07455307	NQOC00000000.1		na		5518	5518	Fusarium graminearum	strain=ITEM 124		latest	Scaffold	Major	Full	2017/09/25	FGRA07	University of Pisa	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/352/725/GCA_002352725.1_FGRA07	./sec14_genomes_genbank/GCA_002352725.1_FGRA07_cds_from_genomic.fna.gz
GCA_900044135.1	PRJEB5475	SAMEA3283145			na		5518	5518	Fusarium graminearum	strain=PH-1		latest	Chromosome	Major	Full	2016/08/03	GZPH1RResV1	ROTHAMSTED RESEARCH	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/044/135/GCA_900044135.1_GZPH1RResV1	./sec14_genomes_genbank/GCA_900044135.1_GZPH1RResV1_cds_from_genomic.fna.gz
GCA_001675295.1	PRJNA319914	SAMN05178635	LYXU00000000.1		representative genome		36050	36050	Fusarium poae	strain=2516		latest	Scaffold	Major	Full	2016/06/22	FPOA1.0	Wageningen UR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/295/GCA_001675295.1_FPOA1.0	./sec14_genomes_genbank/GCA_001675295.1_FPOA1.0_cds_from_genomic.fna.gz
GCA_000769215.1	PRJNA253730	SAMN02887289	JPYM00000000.1		na		40199	40199	Fusarium avenaceum	strain=Fa05001		latest	Scaffold	Major	Full	2014/10/10	Fave_05001	Collaboration between Erik LysÃ¸e (Department of Plant Health and Plant Protection, Bioforsk - Norwegian Institute of Agricultural and Environmental Research) and Linda Harris (Eastern Cereal & Oilseed Research Centre, Agriculture & Agri-Food Canada).	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/215/GCA_000769215.1_Fave_05001	./sec14_genomes_genbank/GCA_000769215.1_Fave_05001_cds_from_genomic.fna.gz
GCA_002894225.1	PRJNA361522	SAMN06240347	MTQA00000000.1		na		42673	42673	Fusarium nygamai	strain=CS10214		latest	Scaffold	Major	Full	2018/01/22	CS10214v1	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/894/225/GCA_002894225.1_CS10214v1	./sec14_genomes_genbank/GCA_002894225.1_CS10214v1_cds_from_genomic.fna.gz
GCA_900007375.1	PRJEB7533	SAMEA2827224			representative genome		56646	56646	Fusarium venenatum	strain=A3/5		latest	Chromosome	Major	Full	2018/03/01	ASM90000737v1	ROTHAMSTED RESEARCH	GCF_900007375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/007/375/GCA_900007375.1_ASM90000737v1	./sec14_genomes_genbank/GCA_900007375.1_ASM90000737v1_cds_from_genomic.fna.gz
GCA_000825725.1	PRJEB7409	SAMEA2796351	CDGI00000000.1		na		58291	58291	Rhizopus microsporus			latest	Scaffold	Major	Full	2014/12/08	Rmicro_CBS_344.29_Allpaths-LG	HKI JENA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/825/725/GCA_000825725.1_Rmicro_CBS_344.29_Allpaths-LG	./sec14_genomes_genbank/GCA_000825725.1_Rmicro_CBS_344.29_Allpaths-LG_cds_from_genomic.fna.gz
GCA_002083735.1	PRJNA330885	SAMN05428993	MCOJ00000000.1		na		58291	58291	Rhizopus microsporus	strain=ATCC 11559		latest	Scaffold	Major	Full	2017/04/12	Rhimi_ATCC11559_1	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/735/GCA_002083735.1_Rhimi_ATCC11559_1	./sec14_genomes_genbank/GCA_002083735.1_Rhimi_ATCC11559_1_cds_from_genomic.fna.gz
GCA_002083745.1	PRJNA330886	SAMN05428991	MCGZ00000000.1		na		86635	58291	Rhizopus microsporus var. microsporus	strain=ATCC 52814		latest	Scaffold	Major	Full	2017/04/12	Rhimi_ATCC52814_1	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/745/GCA_002083745.1_Rhimi_ATCC52814_1	./sec14_genomes_genbank/GCA_002083745.1_Rhimi_ATCC52814_1_cds_from_genomic.fna.gz
GCA_002708625.1	PRJNA205957	SAMN02745869	JOSV00000000.1		representative genome		1340429	58291	Rhizopus microsporus ATCC 52813	strain=ATCC 52813		latest	Scaffold	Major	Full	2017/10/23	Rhimi1_1	DOE Joint Genome Institute	GCF_002708625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/708/625/GCA_002708625.1_Rhimi1_1	./sec14_genomes_genbank/GCA_002708625.1_Rhimi1_1_cds_from_genomic.fna.gz
GCA_900000135.1	PRJEB7410	SAMEA2796391	CCYT00000000.1		na		58291	58291	Rhizopus microsporus			latest	Scaffold	Major	Full	2014/11/26	RMATCC62417_Allpaths-LG	HKI JENA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/000/135/GCA_900000135.1_RMATCC62417_Allpaths-LG	./sec14_genomes_genbank/GCA_900000135.1_RMATCC62417_Allpaths-LG_cds_from_genomic.fna.gz
GCA_003325435.1	PRJNA418064	SAMN08014123	PJQL00000000.1		representative genome	assembly from type material	86630	86630	Rhizopus azygosporus	strain=CBS 357.93		latest	Scaffold	Major	Full	2018/07/17	Razy_CA	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/435/GCA_003325435.1_Razy_CA	./sec14_genomes_genbank/GCA_003325435.1_Razy_CA_cds_from_genomic.fna.gz
GCA_000303195.2	PRJNA66583	SAMN02981337	AFNW00000000.1		representative genome		1028729	101028	Fusarium pseudograminearum CS3096	strain=CS3096		latest	Chromosome	Major	Full	2015/04/15	FP7	CSIRO	GCF_000303195.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/303/195/GCA_000303195.2_FP7	./sec14_genomes_genbank/GCA_000303195.2_FP7_cds_from_genomic.fna.gz
GCA_000149555.1	PRJNA15553	SAMN02953630	AAIM00000000.2		representative genome		334819	117187	Fusarium verticillioides 7600	strain=7600		latest	Chromosome	Major	Full	2008/11/21	ASM14955v1	Syngenta Biotechnology, Inc.	GCF_000149555.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/555/GCA_000149555.1_ASM14955v1	./sec14_genomes_genbank/GCA_000149555.1_ASM14955v1_cds_from_genomic.fna.gz
GCA_003316975.2	PRJNA437508	SAMN08667352	QFXM00000000.1		na		117187	117187	Fusarium verticillioides	strain=BRIP14953		latest	Chromosome	Major	Full	2018/11/02	ASM331697v2	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/975/GCA_003316975.2_ASM331697v2	./sec14_genomes_genbank/GCA_003316975.2_ASM331697v2_cds_from_genomic.fna.gz
GCA_003316995.2	PRJNA437508	SAMN08667354	QKXB00000000.1		na		117187	117187	Fusarium verticillioides	strain=BRIP53590		latest	Chromosome	Major	Full	2018/11/02	ASM331699v2	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/995/GCA_003316995.2_ASM331699v2	./sec14_genomes_genbank/GCA_003316995.2_ASM331699v2_cds_from_genomic.fna.gz
GCA_003317015.2	PRJNA437508	SAMN08667353	QJUS00000000.1		na		117187	117187	Fusarium verticillioides	strain=BRIP53263		latest	Chromosome	Major	Full	2018/11/02	ASM331701v2	CSIRO	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/317/015/GCA_003317015.2_ASM331701v2	./sec14_genomes_genbank/GCA_003317015.2_ASM331701v2_cds_from_genomic.fna.gz
GCA_003947045.1	PRJNA389173	SAMN07200640	NIZV00000000.1		representative genome		131363	131363	Fusarium ambrosium	strain=NRRL 20438		latest	Scaffold	Major	Full	2018/12/14	NRRL20438v1	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/947/045/GCA_003947045.1_NRRL20438v1	./sec14_genomes_genbank/GCA_003947045.1_NRRL20438v1_cds_from_genomic.fna.gz
GCA_001292635.1	PRJNA271560	SAMN03274931	JXCE00000000.1		representative genome		179993	179993	Fusarium langsethiae	strain=Fl201059		latest	Scaffold	Major	Full	2015/09/16	ASM129263v1	Bioforsk	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/292/635/GCA_001292635.1_ASM129263v1	./sec14_genomes_genbank/GCA_001292635.1_ASM129263v1_cds_from_genomic.fna.gz
GCA_900044065.1	PRJEB9887	SAMEA3862491	FCQH00000000.1		representative genome		192010	192010	Fusarium mangiferae	strain=MRC7560		latest	Scaffold	Major	Full	2016/12/06	Genome assembly version 1	Institute of Bioinformatics and Systems Biology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/044/065/GCA_900044065.1_Genome_assembly_version_1	./sec14_genomes_genbank/GCA_900044065.1_Genome_assembly_version_1_cds_from_genomic.fna.gz
GCA_003316985.1	PRJNA437524	SAMN08667433	QKXC00000000.1		representative genome		231269	231269	Fusarium coffeatum	strain=FIESC_28		latest	Contig	Major	Full	2018/07/13	ASM331698v1	CSIRO	GCF_003316985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/985/GCA_003316985.1_ASM331698v1	./sec14_genomes_genbank/GCA_003316985.1_ASM331698v1_cds_from_genomic.fna.gz
GCA_000732125.1	PRJNA244532	SAMN02727168	JOWA00000000.1		representative genome		563466	563466	Scedosporium apiospermum	strain=IHEM 14462		latest	Scaffold	Major	Full	2014/07/21	ScApio1.0	LUNAM - Angers University	GCF_000732125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/125/GCA_000732125.1_ScApio1.0	./sec14_genomes_genbank/GCA_000732125.1_ScApio1.0_cds_from_genomic.fna.gz
GCA_003012285.1	PRJNA436741	SAMN08631279	PXOG00000000.1		representative genome		694270	694270	Fusarium longipes	strain=NRRL 20695		latest	Scaffold	Major	Full	2018/03/20	Fusarium_longipes_NRRL20695_FLONG3_contigs	Robert Proctor's shared submissions	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/285/GCA_003012285.1_Fusarium_longipes_NRRL20695_FLONG3_contigs	./sec14_genomes_genbank/GCA_003012285.1_Fusarium_longipes_NRRL20695_FLONG3_contigs_cds_from_genomic.fna.gz
GCA_000002655.1	PRJNA131	SAMN00115746	AAHF00000000.1		representative genome		330879	746128	Aspergillus fumigatus Af293	strain=Af293		latest	Chromosome	Major	Full	2005/06/10	ASM265v1	J. Craig Venter Institute	GCF_000002655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/655/GCA_000002655.1_ASM265v1	./sec14_genomes_genbank/GCA_000002655.1_ASM265v1_cds_from_genomic.fna.gz
GCA_000150145.1	PRJNA18733	SAMN00115744	ABDB00000000.1		na		451804	746128	Aspergillus fumigatus A1163	strain=A1163		latest	Scaffold	Major	Full	2007/11/02	ASM15014v1	J. Craig Venter Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/145/GCA_000150145.1_ASM15014v1	./sec14_genomes_genbank/GCA_000150145.1_ASM15014v1_cds_from_genomic.fna.gz
GCA_000731615.1	PRJNA237468	SAMN02628958	JHOI00000000.1		na		1476192	746128	Aspergillus fumigatus var. RP-2014	strain=niveus		latest	Scaffold	Major	Full	2014/07/18	AspFumNiv1.0	Oklahoma State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/731/615/GCA_000731615.1_AspFumNiv1.0	./sec14_genomes_genbank/GCA_000731615.1_AspFumNiv1.0_cds_from_genomic.fna.gz
GCA_001029325.1	PRJNA231983	SAMN02570146	AZZA00000000.1		na		1437362	746128	Aspergillus fumigatus Z5	strain=Z5		latest	Scaffold	Major	Full	2015/06/23	ASM102932v1	Youzhi Miao	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/029/325/GCA_001029325.1_ASM102932v1	./sec14_genomes_genbank/GCA_001029325.1_ASM102932v1_cds_from_genomic.fna.gz
GCA_002234955.1	PRJNA388488	SAMN07177964	NKHT00000000.1		na		746128	746128	Aspergillus fumigatus		HMR AF 270	latest	Contig	Major	Full	2017/07/28	ASM223495v1	University of Montreal	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/955/GCA_002234955.1_ASM223495v1	./sec14_genomes_genbank/GCA_002234955.1_ASM223495v1_cds_from_genomic.fna.gz
GCA_002234985.1	PRJNA388488	SAMN07177965	NKHS00000000.1		na		746128	746128	Aspergillus fumigatus		HMR AF 706	latest	Contig	Major	Full	2017/07/28	ASM223498v1	University of Montreal	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/985/GCA_002234985.1_ASM223498v1	./sec14_genomes_genbank/GCA_002234985.1_ASM223498v1_cds_from_genomic.fna.gz
GCA_000149305.1	PRJNA13066	SAMN02953598	AACW00000000.2		representative genome		246409	936053	Rhizopus delemar RA 99-880	strain=RA 99-880		latest	Scaffold	Major	Full	2009/05/27	RO3	Broad Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/305/GCA_000149305.1_RO3	./sec14_genomes_genbank/GCA_000149305.1_RO3_cds_from_genomic.fna.gz
GCA_003290285.1	PRJNA420865	SAMN08122925	PKMI00000000.1		na		948311	948311	Fusarium proliferatum	strain=ITEM 2341		latest	Scaffold	Major	Full	2018/07/06	FPRO05	University of Pisa	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/290/285/GCA_003290285.1_FPRO05	./sec14_genomes_genbank/GCA_003290285.1_FPRO05_cds_from_genomic.fna.gz
GCA_003615215.1	PRJNA338256	SAMN05529104	MRDB00000000.1		na		948311	948311	Fusarium proliferatum	strain=Fp_A8		latest	Scaffold	Major	Full	2018/10/05	Fp_A8_v1	NIAB-EMR	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/215/GCA_003615215.1_Fp_A8_v1	./sec14_genomes_genbank/GCA_003615215.1_Fp_A8_v1_cds_from_genomic.fna.gz
GCA_900029915.1	PRJEB9886	SAMEA3862492	FCQG00000000.1		na		948311	948311	Fusarium proliferatum	strain=NRRL62905		latest	Scaffold	Major	Full	2016/12/06	F. proliferatum NRRL62905 version 1	Institute of Bioinformatics and Systems Biology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/029/915/GCA_900029915.1_F._proliferatum_NRRL62905_version_1	./sec14_genomes_genbank/GCA_900029915.1_F._proliferatum_NRRL62905_version_1_cds_from_genomic.fna.gz
GCA_900067095.1	PRJEB9885	SAMEA3862493	FJOF00000000.1		representative genome		1227346	948311	Fusarium proliferatum ET1	strain=ET1		latest	Scaffold	Major	Full	2016/12/06	F. proliferatum ET1 version 1	Institute of Bioinformatics and Systems Biology	GCF_900067095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/067/095/GCA_900067095.1_F._proliferatum_ET1_version_1	./sec14_genomes_genbank/GCA_900067095.1_F._proliferatum_ET1_version_1_cds_from_genomic.fna.gz
GCA_003957675.1	PRJNA341909	SAMN05730138	MIKF00000000.1		na		1147111	1147111	Fusarium euwallaceae	strain=UCR1854		latest	Contig	Major	Full	2018/12/20	FeuwUCR1854v2	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/675/GCA_003957675.1_FeuwUCR1854v2	./sec14_genomes_genbank/GCA_003957675.1_FeuwUCR1854v2_cds_from_genomic.fna.gz
GCA_003947005.1	PRJNA389173	SAMN07244158	NKCL00000000.1		representative genome		1325733	1325733	Fusarium floridanum	strain=NRRL62606		latest	Scaffold	Major	Full	2018/12/14	NRRL62606.SPAdes	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/947/005/GCA_003947005.1_NRRL62606.SPAdes	./sec14_genomes_genbank/GCA_003947005.1_NRRL62606.SPAdes_cds_from_genomic.fna.gz
GCA_003946985.1	PRJNA389173	SAMN07244161	NKCI00000000.1		representative genome		1325734	1325734	Fusarium sp. AF-8	strain=NRRL62584		latest	Scaffold	Major	Full	2018/12/14	NRRL62584.SPAdes	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/946/985/GCA_003946985.1_NRRL62584.SPAdes	./sec14_genomes_genbank/GCA_003946985.1_NRRL62584.SPAdes_cds_from_genomic.fna.gz
GCA_003946995.1	PRJNA389173	SAMN07244159	NKCK00000000.1		representative genome		1325735	1325735	Fusarium sp. AF-4	strain=NRRL62579		latest	Scaffold	Major	Full	2018/12/14	NRRL62579.SPAdes	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/946/995/GCA_003946995.1_NRRL62579.SPAdes	./sec14_genomes_genbank/GCA_003946995.1_NRRL62579.SPAdes_cds_from_genomic.fna.gz
GCA_003947015.1	PRJNA389173	SAMN07244160	NKCJ00000000.1		representative genome		1325737	1325737	Fusarium sp. AF-6	strain=NRRL62590		latest	Contig	Major	Full	2018/12/14	NRRL62590.SPAdes	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/947/015/GCA_003947015.1_NRRL62590.SPAdes	./sec14_genomes_genbank/GCA_003947015.1_NRRL62590.SPAdes_cds_from_genomic.fna.gz
GCA_003698175.1	PRJNA389173	SAMN07200645	NKUJ00000000.1		representative genome		2010991	2010991	Fusarium kuroshium		UCR3666	latest	Scaffold	Major	Full	2018/10/30	Fus_sp_AF-12_v1.0	University of California, Riverside	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/698/175/GCA_003698175.1_Fus_sp_AF-12_v1.0	./sec14_genomes_genbank/GCA_003698175.1_Fus_sp_AF-12_v1.0_cds_from_genomic.fna.gz
GCA_003012295.1	PRJNA436969	SAMN08631343	PXXK00000000.1		na		2594813	2594813	Fusarium fasciculatum	strain=NRRL 13405		latest	Scaffold	Major	Full	2018/03/20	FIESC_12_NRRL13405_FIE12Z_contigs	Robert Proctor's shared submissions	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/295/GCA_003012295.1_FIESC_12_NRRL13405_FIE12Z_contigs	./sec14_genomes_genbank/GCA_003012295.1_FIESC_12_NRRL13405_FIE12Z_contigs_cds_from_genomic.fna.gz
